HP;Подача и захват бумаги;RB2-1699-000CN;Нижний ролик протяжки бумаги;;;332;hp\RB2-1699-000CN.jpg
Canon;Подача и захват бумаги;RB2-6221-000;Площадка отделения из лотка подачи;;;366;
HP;Подача и захват бумаги;RG5-3475-000CN;Направляющая выхода бумаги из узла термозакрепления, в сборе;;Снято с производства;;
HP;Подача и захват бумаги;RG5-3486-040CN;Ролик захвата бумаги из лотка подачи;;Снято с производства;;
HP;Внутренние компоненты;RB1-7284-000CN;Пластиковый ролик;в аппарате 4 шт. / прижимаются торсионными пружинами к валу выхода бумаги;Снято с производства;;
HP;Узел переноса;RF5-1534-000CN;Вал переноса заряда;;Снято с производства;;
HP;Электронные компоненты;C3991-60001;Плата форматтера;;;;
HP;Электронные компоненты;RG5-3497-000CN;Блок лазера;;Снято с производства;15062;
HP;Узел термозакрепления;RB1-7246-000CN;Подшипник прижимного вала;полукольцо;;259;
HP;Узел термозакрепления;RB1-7293-020CN;Флажок датчика выхода бумаги из узла термозакрепления;;;;
HP;Узел термозакрепления;RB1-7294-000CN;Пружина флажка датчика выхода бумаги из узла термозакрепления;;;;
HP;Узел термозакрепления;RF5-2365-000CN;Прижимной вал;;;;
LT;Узел термозакрепления;RG5-1965-FILM;Термоплёнка;;;415;
HP;Узел термозакрепления;RG5-3463-000CN;Узел термозакрепления;;;;
HP;Узел термозакрепления;RS5-0796-000CN;Шестерня прижимного вала;27 зубов;;;
