HP;Подача и захват бумаги;RC1-5440-000CN;Ролик захвата бумаги из кассеты;;;;hp\RC1-5440-000CN.jpg
HP;Подача и захват бумаги;RM1-1859-020CN;Выходной лоток для бумаги, в сборе;;;1800;hp\RM1-1859-020CN.jpg
HP;Подача и захват бумаги;RM1-1922-000CN;Площадка отделения из кассеты, в сборе;;;906;hp\RM1-1922-000CN.jpg
HP;Подача и захват бумаги;RM1-1923-000CN;Узел ручной подачи бумаги, в сборе;лоток 1;;952;hp\RM1-1923-000CN.jpg
HP;Подача и захват бумаги;RM1-1925-000CN;Кассета на 250 листов, в сборе;лоток 2;;8580;
HP;Подача и захват бумаги;RM1-1945-080CN;Кассета на 250 листов, в сборе;лоток 3;;4872;hp\RM1-1945-080CN.jpg
HP;Узел переноса;RM1-1891-000CN;Узел переноса изображения;для модели без двухсторонней печати;;11644;
HP;Электронные компоненты;Q6456-60101;Плоский кабель;соединяет форматтер и плату управления питанием;;850;hp\Q6456-60101.jpg
Canon;Электронные компоненты;RK2-0667-000;Двигатель;;;4804;
HP;Электронные компоненты;RM1-1861-020CN;Панель управления, в сборе;;;1681;
Canon;Электронные компоненты;RM1-1970-000;Блок лазера;;;7651;hp\RM1-1970-000.jpg
Canon;Электронные компоненты;RM1-1977-000;Блок питания;220В;;14535;hp\RM1-1977-000.jpg
HP;Электронные компоненты;RM1-3423-020CN;Плата контроллера напряжения;;;4706;hp\RM1-3423-020CN.jpg
Canon;Узел термозакрепления;RB3-1026-000;Подшипник прижимного вала;правый;;373;
Canon;Узел термозакрепления;RB3-1027-000;Подшипник прижимного вала;левый;;330;
Canon;Узел термозакрепления;RC1-5075-000;Прижимной вал;;;2472;hp\RC1-5075-000.jpg
Canon;Узел термозакрепления;RC2-0215-000;Левый рычаг узла термозакрепления;;;332;
Canon;Узел термозакрепления;RC2-0216-000;Правый рычаг узла термозакрепления;;;329;
MY;Узел термозакрепления;RM1-1821-FILM;Термоплёнка;;;1293;
Canon;Узел термозакрепления;RM1-1827-000;Узел термозакрепления;220В;;6757;
Canon;Узел термозакрепления;RU5-0433-000;Шестерня прижимного вала;30 зубов;;249;
HP;Детали корпуса;RC1-5184-000CN;Нижняя левая крышка;(устанавливается на принтере, закрывает кассету (лоток 2);;688;
HP;Детали корпуса;RC1-5200-000CN;Задняя пылезащитная крышка кассеты на 250 листов;лоток 2;;451;hp\RC1-5200-000CN.jpg
