HP;Подача и захват бумаги;RB2-2895-000CN;Подшипник ролика захвата бумаги из кассеты;правый, лоток 2;;164;
HP;Подача и захват бумаги;RB2-2896-000CN;Подшипник ролика захвата бумаги из кассеты;левый, лоток 2;;192;
HP;Подача и захват бумаги;RB3-0160-000CN;Ролик захвата бумаги из лотка ручной подачи;лоток 1;;480;hp\RB3-0160-000CN.jpg
HP;Подача и захват бумаги;RB3-0161-000CN;Ролик захвата бумаги из кассеты на 250 листов;лоток 2;;1353;
HP;Подача и захват бумаги;RF5-4012-000CN;Площадка отделения из лотка ручной подачи;лоток 1;;799;hp\RF5-4012-000CN.jpg
HP;Подача и захват бумаги;RF5-4258-020CN;Площадка отделения из кассеты на 250 и 500 листов;;Снято с производства;408;hp\RF5-4258-020CN.jpg
HP;Подача и захват бумаги;RG5-6914-040CN;Кассета на 250 листов, в сборе;;;4885;hp\RG5-6914-040CN.jpg
HP;Подача и захват бумаги;RG5-6937-000CN;Лоток ручной подачи бумаги, в сборе;лоток 1;;2082;
HP;Внутренние компоненты;RG5-6939-020CN;Узел регистрации, в сборе;;;1021;
HP;Внутренние компоненты;RH7-1630-000CN;Вентилятор;;;2765;hp\RH7-1630-000CN.jpg
HP;Внутренние компоненты;RS6-2030-000CN;Натяжная пружина лотка ручной подачи;лоток 1;;329;
HP;Узел переноса;RF5-4040-020CN;Вал переноса заряда;;;;
HP;Электронные компоненты;C7845A;Модуль памяти;32MB, 100-pin, SDRAM DIMM;;;
HP;Электронные компоненты;RF5-4010-020CN;Главный мотор;;;;
HP;Электронные компоненты;RG5-6890-030CN;Блок лазера;;;2550;hp\RG5-6890-030CN.jpg
HP;Электронные компоненты;RG5-6958-000CN;Мотор привода карусели;;;2640;
HP;Электронные компоненты;RG5-7109-000CN;Кабель;соединяет узел термозакрепления и плату управления питанием;;658;
HP;Электронные компоненты;RG5-7117-000CN;Кабель;соединяет датчик J712, на карусели, и J125 на плате контроллера напряжения;;329;
HP;Электронные компоненты;RH2-5524-000CN;Плоский кабель;соединяет блок лазера - J11 и плату контроллера напряжения - J102;;1018;
HP;Электронные компоненты;RH3-2243-000CN;Плата низковольтного питания;220В;;7236;
HP;Электронные компоненты;RH7-1625-000CN;Мотор привода картриджей;;;1706;
HP;Электронные компоненты;RH7-1629-000CN;Шаговый двигатель;;;;
HP;Узел термозакрепления;RB2-2973-000CN;Подшипник прижимного вала;;;236;
HP;Узел термозакрепления;RG5-6949-000CN;Узел термозакрепления;220В;Снято с производства;;
OEM;Узел термозакрепления;RM1-0430-FILM;Термоплёнка;;;3809;
HP;Узел термозакрепления;RM1-3525-000CN;Печь, в сборе;220В;;7778;
HP;Детали корпуса;RB2-3041-020CN;Левый рычаг  лотка ручной подачи;лоток 1 держатель;;;
HP;Детали корпуса;RB2-3042-020CN;Правый рычаг  лотка ручной подачи;лоток 1 держатель;;;
