CN;Подача и захват бумаги;RC2-1061-000CN;Вал протяжки бумаги;;;1063;
CN;Подача и захват бумаги;RC2-1128-000CN;Ось узла захвата бумаги, в сборе;ролик захвата в комплект не входит;;;
HP;Подача и захват бумаги;RL1-1443-000CN;Ролик захвата бумаги из лотка подачи;;;366;hp\RL1-1443-000CN.jpg
HP;Подача и захват бумаги;RM1-4001-000CN;Узел захвата бумаги, в сборе;площадка отделения из лотка подачи в комплект не входит;;;
HP;Подача и захват бумаги;RM1-4006-000CN;Площадка отделения бумаги из лотка подачи;;;476;hp\RM1-4006-000CN.jpg
CN;Внутренние компоненты;RU5-0982-000;Шестерня редуктора;;;205;hp\RU5-0982-000.jpg
CET;Внутренние компоненты;RU5-0984-000;Муфта привода узла термозакрепления, в сборе;(DGP7495) *23/56 зубов;;222;hp\RU5-0984-000.jpg
CN;Внутренние компоненты;RU5-0989 / RU5-0990;Муфта; (в сборе) привода узла подачи бумаги;;240;
LT;Узел термозакрепления;GR-P1008-26T;Шестерня прижимного вала;26 зубов;;140;
Canon;Узел термозакрепления;RC2-1183-000;Прижимной вал;;;5193;
Canon;Узел термозакрепления;RC2-1471-000;Подшипник прижимного вала;;;161;
HP;Детали корпуса;RM1-3981-000CN;Выходной лоток для бумаги, в сборе;цвет: тёмно-серый;;1275;hp\RM1-3981-000CN.jpg
