HP;Подача и захват бумаги;RC2-2014-000CN;Держатель ролика отделения бумаги из кассеты;лоток 2;;327;hp\RC2-2014-000CN.jpg
HP;Подача и захват бумаги;RM1-7704-000CN;Кассета на 150 листов, в сборе;лоток 2;;;
HP;Подача и захват бумаги;RM1-8765-000CN;Ролик отделения бумаги из кассеты, в сборе;;;794;hp\RM1-8765-000CN.jpg
HP;Внутренние компоненты;RM1-4443-000CN;Главный редуктор, в сборе;мотор в комплекте;;10380;
HP;Внутренние компоненты;RM1-7853-000CN;Кассета для картриджей, в сборе;;;2369;
HP;Узел переноса;RM1-4445-000CN;Вал переноса заряда;;;1308;hp\RM1-4445-000CN.jpg
HP;Узел переноса;RM1-7866-000CN;Ремень для переноса изображения, в сборе;;;12359;hp\RM1-7866-000CN.jpg
HP;Электронные компоненты;CE482-67901;Плата форматтера;;;;
HP;Электронные компоненты;RL1-1617-000CN;Главный мотор;;;;
HP;Электронные компоненты;RM1-7041-000CN;Плата управления питанием;;;2291;
HP;Электронные компоненты;RM1-7081-000CN;Плата низковольтного питания;220-240В;;5101;
HP;Электронные компоненты;RM1-7083-000CN;Плата питания узла термозакрепления;220-240В;;1285;
HP;Электронные компоненты;RM1-7090-000CN;Плата высоковольтного питания;;;2522;
HP;Электронные компоненты;RM1-7708-000CN;Панель управления;;;;
Canon;Узел термозакрепления;RC2-2146-000;Прижимной вал;;;3050;
HP;Узел термозакрепления;RM1-4431-000CN;Печь, в сборе;220В;;7812;hp\RM1-4431-000CN.jpg
HP;Узел термозакрепления;RM1-4431-FILM;Термоплёнка;;;1828;
Canon;Узел термозакрепления;RM1-4433-000;Узел термозакрепления;220В;;10768;
HP;Детали корпуса;RC3-0748-000CN;Левая крышка;;;;
HP;Детали корпуса;RC3-0753-000CN;Нижняя задняя крышка;;;;
HP;Детали корпуса;RC3-0754-000CN;Верхняя задняя крышка;;;;
HP;Детали корпуса;RC3-0767-000CN;Центральная задняя крышка;правая;;;
HP;Детали корпуса;RC3-0768-000CN;Задняя откидная крышка;;;;
HP;Детали корпуса;RC3-1024-000CN;Крышка доступа к картриджам;;;;
HP;Детали корпуса;RM1-7707-000CN;Верхняя крышка;служит лотком для распечатанных страниц;;;
HP;Детали корпуса;RM1-7709-000CN;Правая крышка;;;;
