CE250A;https://profit-msk.ru/hp/cartridges/ce250a.html;"HP Color LaserJet CP3525 / CM3530mfp
(Картридж / 5,000 стр.)";980 ;-;100 ;11771 ;Uniton Premium - 2341 ProfiLine - 4148 от 2341 
CE250X;https://profit-msk.ru/hp/cartridges/ce250x.html;"HP Color LaserJet CP3525 / CM3530mfp
(Картридж / 10,500 стр.)";1500 ;-;100 ;17080 ;Hi-Black - 3485 SuperFine - 3485 от 3485 
CE250XC;https://profit-msk.ru/hp/cartridges/ce250xc.html;"HP Color LaserJet CP3525 / CM3530mfp
(Контрактный картридж / 10,500 стр.)";1500 ;-;100 ;;-
CE250XD;https://profit-msk.ru/hp/cartridges/ce250xd.html;"HP Color LaserJet CP3525 / CM3530mfp
(Комплект из 2-х картриджей / 2 x 10,500 стр.)";-;-;-;30744 ;-
CE251A;https://profit-msk.ru/hp/cartridges/ce251a.html;"HP Color LaserJet CP3525 / CM3530mfp
(Картридж / 7,000 стр.)";1220 ;-;100 ;22303 ;Uniton Premium - 2431 NetProduct - 3034 Hi-Black - 3259 SuperFine - 3485 ProfiLine - 4206 от 2431 
CE251AC;https://profit-msk.ru/hp/cartridges/ce251ac.html;"HP Color LaserJet CP3525 / CM3530mfp
(Контрактный картридж / 7,000 стр.)";1220 ;-;100 ;;-
CE252A;https://profit-msk.ru/hp/cartridges/ce252a.html;"HP Color LaserJet CP3525 / CM3530mfp
(Картридж / 7,000 стр.)";1220 ;-;100 ;22303 ;Uniton Premium - 2431 NetProduct - 3034 Hi-Black - 3259 SuperFine - 3485 ProfiLine - 4206 от 2431 
CE252AC;https://profit-msk.ru/hp/cartridges/ce252ac.html;"HP Color LaserJet CP3525 / CM3530mfp
(Контрактный картридж / 7,000 стр.)";1220 ;-;100 ;;-
CE253A;https://profit-msk.ru/hp/cartridges/ce253a.html;"HP Color LaserJet CP3525 / CM3530mfp
(Картридж / 7,000 стр.)";1220 ;-;100 ;22303 ;Uniton Premium - 2431 Hi-Black - 3259 SuperFine - 3485 ProfiLine - 4206 от 2431 
CE253AC;https://profit-msk.ru/hp/cartridges/ce253ac.html;"HP Color LaserJet CP3525 / CM3530mfp
(Контрактный картридж / 7,000 стр.)";1220 ;-;100 ;;-
