HP;Подача и захват бумаги;RL1-2671-000CN;Ролик захвата бумаги из лотка подачи;;;358;
HP;Подача и захват бумаги;RM1-7228-000CN;Площадка отделения бумаги из лотка подачи, в сборе;;;825;
HP;Подача и захват бумаги;RM1-7276-000CN;Лоток подачи бумаги, в сборе;;;1811;
HP;Внутренние компоненты;RC3-0230-000CN;Поддерживаюшая рамка;;;331;
HP;Внутренние компоненты;RM1-7213-000CN;Опорная пластина;;;3623;
HP;Узел переноса;RM1-7216-000CN;Задняя крышка и вал вторичного переноса заряда, в сборе;;;;
HP;Узел переноса;RM1-7232-000CN;Вал вторичного переноса заряда;;;;
HP;Узел переноса;RM1-7274-000CN;Узел переноса изображения, в сборе;;;9690;
HP;Электронные компоненты;CE828-60001;Плата форматтера;не сетевая;;;
Canon;Электронные компоненты;FM4-9048-000;Блок лазера;;;4796;
HP;Электронные компоненты;RM1-7752-010CN;Плата низковольтного питания;220-240В;;;
HP;Электронные компоненты;RM1-7777-060CN;Плата управления питанием;;;8042;
MY;Узел термозакрепления;RM1-1821-FILM;Термоплёнка;;;1293;
HP;Узел термозакрепления;RM1-7269-000CN;Печь, в сборе;220В;;12039;hp\RM1-7269-000CN.jpg
HP;Детали корпуса;7121-8266;Логотип производителя;;;;
HP;Детали корпуса;RC2-9834-000CN;Задняя верхняя крышка;;;;
HP;Детали корпуса;RC2-9866-000CN;Заглушка левой крышки;;;186;
HP;Детали корпуса;RC2-9867-000CN;Крышка; (заглушка) сетевой печати;;186;
HP;Детали корпуса;RM1-7217-000CN;Верхняя крышка;;;;
HP;Детали корпуса;RM1-7218-000CN;Внутренняя крышка, в сборе;;;619;
HP;Детали корпуса;RM1-7219-000CN;Передняя крышка;для моделей без сетевой и беспроводной печати;;;
HP;Детали корпуса;RM1-7231-000CN;Левая крышка;;;;
HP;Детали корпуса;RM1-7273-000CN;Задняя нижняя крышка;;;850;
