HP;Узел автоматической подачи оригиналов;CB414-67903;Лоток подачи автоподатчика документов;;;2691;hp\CB414-67903.jpg
HP;Узел автоматической подачи оригиналов;CB414-67928;Автоподатчик документов, в сборе;;;34357;hp\CB414-67928.jpg
HP;Узел автоматической подачи оригиналов;CC334-60068;Узел захвата бумаги из автоподатчика документов, в сборе;основание;;2026;hp\CC334-60068.jpg
HP;Узел автоматической подачи оригиналов;Q2665-60125;Площадка отделения бумаги из автоподатчика документов, в сборе;;;821;hp\Q2665-60125.jpg
HP;Подача и захват бумаги;5851-4012;Узел захвата бумаги из кассеты, в сборе;;;3592;hp\5851-4012.jpg
HP;Подача и захват бумаги;Q7817A;Дополнительный лоток для бумаги на 500 листов;;;8110;hp\Q7817A.jpg
HP;Подача и захват бумаги;RC1-0939-000CN;Тормозная накладка на площадку отделения бумаги из лотка ручной подачи;лоток 1;;242;hp\RC1-0939-000CN.jpg
HP;Подача и захват бумаги;RC1-3937-000CN;Держатель площадки отделения бумаги в лотке ручной подачи;лоток 1;;;hp\RC1-3937-000CN.jpg
HP;Подача и захват бумаги;RC1-3939-000CN;Флажок датчика наличия бумаги в лотке ручной подачи;лоток 1;;255;hp\RC1-3939-000CN.jpg
Canon;Подача и захват бумаги;RC2-8532-000;Ось привода ролика захвата бумаги из кассеты;лоток 2;;274;
HP;Подача и захват бумаги;RL1-0569-000CN;Ролик захвата бумаги из лотка ручной подачи;лоток 1;;385;hp\RL1-0569-000CN.jpg
HP;Подача и захват бумаги;RL1-1370-000CN;Ролик захвата бумаги из кассеты;лоток 2, 3, 4;;277;hp\RL1-1370-000CN.jpg
HP;Подача и захват бумаги;RM1-1485-000CN;Вспомогательные ролики в чёрном пластиковом корпусе, в сборе;устанавливается перед узлом захвата бумаги из кассеты / лоток 2;;1240;hp\RM1-1485-000CN.jpg
HP;Подача и захват бумаги;RM1-1490-000CN;Внутренняя часть лотка ручной подачи бумаги, в сборе;лоток 1 / включает в себя передвижные ограничители формата бумаги;;1641;hp\RM1-1490-000CN.jpg
HP;Подача и захват бумаги;RM1-1522-020CN;Привод узла выхода бумаги;;;320;hp\RM1-1522-020CN.jpg
HP;Подача и захват бумаги;RM1-3714-000CN;Шестерня  привода оси узла захвата из кассеты на 500 листов;лоток 2 в сборе;;724;
HP;Подача и захват бумаги;RM1-3715-000CN;Узел регистрации, в сборе;;;2657;
HP;Подача и захват бумаги;RM1-3738-000CN;Площадка отделения бумаги из кассеты;лоток 2, 3;;396;hp\RM1-3738-000CN.jpg
HP;Подача и захват бумаги;RM1-3759-000CN;Нижний узел подачи бумаги, в сборе;;;1335;hp\RM1-3759-000CN.jpg
HP;Подача и захват бумаги;RM1-6323-000CN;Ролик захвата бумаги из кассеты, в сборе;лоток 2, 3, 4;;807;hp\RM1-6323-000CN.jpg
HP;Подача и захват бумаги;RU5-0366-000CN;Шестерня узла захвата бумаги из лотка ручной подачи;30 зубов, лоток 1;;184;
HP;Подача и захват бумаги;RU5-2386-000CN;Пружина флажка датчика наличия бумаги в лотке ручной подачи;лоток 1;;;
HP;Внутренние компоненты;RA0-1172-000CN;Шестерня; (17 зубов) на чёрном пластиковом рычаге / кронштейне;;878;hp\RA0-1172-000CN.jpg
HP;Внутренние компоненты;RC1-3994-000CN;Пластиковый ролик;1 шт. / в аппарате 4 шт. / прижимаются торсионными пружинами к валу выхода бумаги;;233;hp\RC1-3994-000CN.jpg
HP;Внутренние компоненты;RC1-4025-000CN;Узел снятия статического заряда;;;348;
HP;Внутренние компоненты;RC1-4027-000CN;Флажок датчика наличия бумаги;;;253;
HP;Внутренние компоненты;RC1-4055-000CN;Рычаг крышки доступа к картриджу;;;329;
HP;Внутренние компоненты;RC2-0701-000CN;Подшипник шестерни привода фотовала;201 зуб;;995;
HP;Внутренние компоненты;RC2-0707-000CN;Стопор картриджа;левый;;174;
HP;Внутренние компоненты;RM1-3712-000CN;Редуктор, в сборе;без мотора;;1714;hp\RM1-3712-000CN.jpg
HP;Внутренние компоненты;RM1-3760-000CN;Направляющая бумаги от узла подачи к узлу термозакрепления, в сборе;металлическая пластина с ребристыми пластиковыми рамками;;830;hp\RM1-3760-000CN.jpg
HP;Внутренние компоненты;RU5-0950-000CN;Шестерня привода фотовала;201 зуб;;1424;
HP;Внутренние компоненты;RU5-0951-000CN;Шестерня;16 зубов;;1127;
HP;Внутренние компоненты;RU5-0955-000CN;Шестерня;43 зуба;;577;
HP;Внутренние компоненты;RU5-0960-000CN;Шестерня;31 зуб;;940;
HP;Внутренние компоненты;RU5-0962-000CN;Шестерня;65 зубов;;890;
HP;Внутренние компоненты;RU5-2388-000CN;Торсионная пружина крышки доступа к картриджу;1 шт. / в узле 2 шт.;;;
HP;Внутренние компоненты;RU5-2401-000CN;Пружина сжатия шестерни привода фотовала;201 зуб;;329;
HP;Внутренние компоненты;RU5-2410-020CN;Торсионная пружина;;;;
HP;Внутренние компоненты;WG8-5849-000CN;Датчик наличия бумаги;;;389;hp\WG8-5849-000CN.jpg
HP;Внутренние компоненты;WT2-5694-000CN;Зажим для кабеля;;;329;
HP;Узел переноса;RC1-0922-000CN;Подшипник вала переноса заряда;правый;;233;
HP;Узел переноса;RM1-1508-000CN;Вал переноса заряда;;;525;hp\RM1-1508-000CN.jpg
HP;Электронные компоненты;CB414-60157;Панель управления, в сборе;;;30651;hp\CB414-60157.jpg
HP;Электронные компоненты;CB414-67921;Планшетный сканер, в сборе;панель управления в комплект не входит;;21555;hp\CB414-67921.jpg
