Kyocera;Подача и захват бумаги;302F906230;Ролик подачи бумаги;;;768;kyocera\302F906230.jpg
Kyocera;Подача и захват бумаги;302F906240;Ролик захвата бумаги;;;584;kyocera\302F906240.jpg
Kyocera;Подача и захват бумаги;302HS28030;Вал выхода бумаги;2 резинки на металлической оси;;762;
Kyocera;Подача и захват бумаги;302HS94032;Узел захвата бумаги из кассеты, в сборе;ролик подачи, ролик захвата бумаги и держатель - в комплекте;;3956;kyocera\302HS94032.jpg
CET;Подача и захват бумаги;CET4398BPT;Резина ролика захвата бумаги;;;116;
CET;Подача и захват бумаги;CET7829;Резина ролика подачи бумаги;;;157;kyocera\CET7829.jpg
Kyocera;Внутренние компоненты;2BL06380;Шестерня;25 зубов;;375;
Kyocera;Внутренние компоненты;2FM02350;Шестерня;22 зуба;;218;
Kyocera;Внутренние компоненты;302HS28170;Шестерня в узле подачи бумаги;29 зубов;;234;
Kyocera;Внутренние компоненты;302HS28070;Ролик выхода;;;;kyocera\302HS28070.jpg
Kyocera;Внутренние компоненты;302HS28120;Пружина ролика выхода;;;;
Kyocera;Узел переноса;302LZ94060;Вал переноса заряда;;;4357;kyocera\302LZ94060.jpg
Kyocera;Узел переноса;DV-1100;Блок проявки;Ресурс: до 100,000 стр.;;6203;
Kyocera;Электронные компоненты;LK-1100;Блок лазера;;;10051;
Kyocera;Узел термозакрепления;302LZ25020;Подшипник тефлонового вала;правый;;479;kyocera\302LZ25020.jpg
Kyocera;Узел термозакрепления;5MVX441XN001;Подшипник тефлонового вала;левый;;885;
Kyocera;Узел термозакрепления;FK-170;Печь, в сборе;220В;;8065;kyocera\FK-170.jpg
CET;Узел термозакрепления;CET3653;Тефлоновый вал;;;1108;kyocera\CET3653.jpg
Kyocera;Детали корпуса;302HS94160;Задняя крышка, в сборе;;;7128;
