Lexmark;Подача и захват бумаги;40X5451;Ролик подачи бумаги, в сборе;2 шт.;;539;lexmark\40X5451.jpg
Lexmark;Подача и захват бумаги;40X5370;Электромагнитная муфта узла подачи бумаги;;;1058;lexmark\40X5370.jpg
Lexmark;Подача и захват бумаги;40X5453;Узел подачи бумаги, в сборе;;;2015;lexmark\40X5453.jpg
Lexmark;Узел переноса;40X5364;Вал переноса заряда, в сборе;;;1551;lexmark\40X5364.jpg
Lexmark;Узел термозакрепления;40X5345;Печь, в сборе;220В;;16205;lexmark\40X5345.jpg
