MLT-D118L;https://profit-msk.ru/samsung/cartridges/mlt-d118l.html;"Xpress M3015 / M3065
(Тонер-картридж / 4,000 стр.)";-;-;-;;-
MLT-D118S;https://profit-msk.ru/samsung/cartridges/mlt-d118s.html;"Xpress M3015 / M3065
(Тонер-картридж/ 1,200 стр.)";-;-;-;;-
MLT-R116;https://profit-msk.ru/samsung/cartridges/mlt-r116.html;"Xpress M2625 / M2626 / M2675 / M2676 / M2825 / M2826 / M2835 / M2875 / M2876 / M2885 / M3015 / M3065
(Драм-картридж / 9,000 стр.)";-;-;700 ;;-
