SU007A;https://profit-msk.ru/hp/cartridges/su007a.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Тонер-картридж / 1,000 стр.)
Заменил Samsung CLT-C409S";670 ;-;100 ;;Hi-Black - 887 NetProduct - 1181 SuperFine - 1348 от 887 
SU140A;https://profit-msk.ru/hp/cartridges/su140a.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Тонер-картридж / 1,500 стр.)
Заменил Samsung CLT-K409S";690 ;-;100 ;5097 ;-
SU274A;https://profit-msk.ru/hp/cartridges/su274a.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Тонер-картридж / 1,000 стр.)
Заменил Samsung CLT-M409S";670 ;-;100 ;4802 ;-
SU414A;https://profit-msk.ru/hp/cartridges/su414a.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Драм-картридж / чёрный 24,000 стр. / цветные 6,000 стр.)
Заменил Samsung CLT-R409";-;-;-;10490 ;-
SU430A;https://profit-msk.ru/hp/cartridges/su430a.html;"Samsung CLP-310 / 315 / 320 / 321 / 325 / 326 / CLX-3170 / 3175 / 3185 / 3186
(Контейнер для отработанного тонера / чёрный 10,000 стр. / цветные 2,500 стр.)
Заменил Samsung CLT-W409";-;-;-;;-
SU484A;https://profit-msk.ru/hp/cartridges/su484a.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Тонер-картридж / 1,000 стр.)
Заменил Samsung CLT-Y409S";670 ;-;100 ;4802 ;-
CLT-C409S;https://profit-msk.ru/samsung/cartridges/clt-c409s.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Тонер-картридж / 1,000 стр.)
Замена HP SU007A";670 ;-;100 ;;Hi-Black - 887 NetProduct - 1181 SuperFine - 1348 от 887 
CLT-K409S;https://profit-msk.ru/samsung/cartridges/clt-k409s.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Тонер-картридж / 1,500 стр.)
Замена HP SU140A";690 ;-;100 ;;Hi-Black - 1427 от 1427 
CLT-M409S;https://profit-msk.ru/samsung/cartridges/clt-m409s.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Тонер-картридж / 1,000 стр.)
Замена HP SU274A";670 ;-;100 ;;NetProduct - 1181 SuperFine - 1348 Hi-Black - 1427 от 1181 
CLT-P409A;https://profit-msk.ru/samsung/cartridges/clt-p409a.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Комплект из 3-х тонер-картриджей / 3 * 1,000 стр.)
Снято с производства";-;-;-;;-
CLT-P409B;https://profit-msk.ru/samsung/cartridges/clt-p409b.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Комплект из 2-х тонер-картриджей / 2 * 1,500 стр.)
Снято с производства";-;-;-;;-
CLT-P409C;https://profit-msk.ru/samsung/cartridges/clp-p409c.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Комплект из 4-х тонер-картриджей / чёрный 1,500 стр. / цветные 3 * 1,000 стр.)
Снято с производства";-;-;-;;-
CLT-R409;https://profit-msk.ru/samsung/cartridges/clt-r409.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Драм-картридж / чёрный 24,000 стр. / цветные 6,000 стр.)
Замена HP SU414A";-;-;-;;-
CLT-W409;https://profit-msk.ru/samsung/cartridges/clt-w409.html;"Samsung CLP-310 / 315 / 320 / 321 / 325 / 326 / CLX-3170 / 3175 / 3185 / 3186
(Контейнер для отработанного тонера / чёрный 10,000 стр. / цветные 2,500 стр.)
Замена HP SU430A";-;-;-;;-
CLT-Y409S;https://profit-msk.ru/samsung/cartridges/clt-y409s.html;"Samsung CLP-310 / 315 / CLX-3170 / 3175
(Тонер-картридж / 1,000 стр.)
Замена HP SU484A";670 ;-;100 ;;NetProduct - 1181 SuperFine - 1348 Hi-Black - 1427 от 1181 
