Epson;Подача и захват бумаги;1246284;Комплект захвата/подачи бумаги из кассеты;ролик подачи, ролик протяжки и ролик отделения в комплекте;;2658;
Epson;Внутренние компоненты;1275276;Узел шестерней, в сборе;;;;
Epson;Электронные компоненты;2118796;Панель управления;;;;
Epson;Электронные компоненты;2121946;Блок лазера;;;;
