OKI;Подача и захват бумаги;42088801;Площадка отделения бумаги из кассеты, в сборе;лоток 2;;1313;oki\42088801.jpg
OKI;Узел переноса;43363412;Узел переноса изображения;Ресурс: до 60,000 стр.;;10592;
OKI;Узел термозакрепления;43853103;Печь, в сборе;220В / Ресурс: до 60,000 стр.;;10592;
