OKI;Подача и захват бумаги;44384701;Ролик отделения бумаги в держателе, в сборе;лоток 2;;3649;oki\44384701.jpg
OKI;Подача и захват бумаги;44483301;Ролик отделения бумаги в кассете;лоток 2;;2165;
OKI;Подача и захват бумаги;44483601;Ролик захвта бумаги из кассеты, в сборе;лоток 2;;2460;
OKI;Подача и захват бумаги;43963101;Пружина держателя ролика отделения бумаги в кассете;лоток 2;;;oki\43963101.jpg
OKI;Узел переноса;44472202;Узел переноса изображения;Ресурс: до 60,000 стр.;;10894;
OKI;Узел термозакрепления;44472603;Печь, в сборе;220В / Ресурс: до 60,000 стр.;;6497;
