OKI;Подача и захват бумаги;42088801;Площадка отделения бумаги из кассеты, в сборе;лоток 2;;1313;oki\42088801.jpg
OKI;Подача и захват бумаги;42052601;Ролик захвата бумаги из кассеты, в сборе;лоток 2;;1401;
OKI;Подача и захват бумаги;43192601;Кассета на 250 листов, в сборе;лоток 2;;5436;
OKI;Подача и захват бумаги;42089001;Пружина площадки отделения бумаги из кассеты;;;720;
OKI;Подача и захват бумаги;43334801;Ролик подачи бумаги из кассеты, в сборе;лоток 2;;848;oki\43334801.jpg
OKI;Внутренние компоненты;2381028P0031;Плоский кабель панели управления;;;1202;
OKI;Внутренние компоненты;43361601;Кабель главного мотора;;;1406;
OKI;Внутренние компоненты;2381028P0030;Плоский кабель к плате с датчиками тонера;;;1202;
OKI;Внутренние компоненты;43194101;Правая боковая пластина, в сборе;;;16495;
OKI;Внутренние компоненты;43200101;Левая боковая пластина, в сборе;;;6002;
OKI;Внутренние компоненты;43362201;Разъём подключения кабеля питания, в сборе;;;3549;
OKI;Внутренние компоненты;43361901;Узел соединения;;;4195;
OKI;Внутренние компоненты;42062401;Шестерня узла переноса изображения;20/121 зуб;;1288;
OKI;Внутренние компоненты;43206101;Узел выхода бумаги, в сборе;;;4067;
OKI;Внутренние компоненты;43204101;Узел датчика цвета, в сборе;;;6751;
OKI;Внутренние компоненты;2381028P0032;Плоский кабель к узлу датчика цвета;;;1130;
OKI;Внутренние компоненты;43214301;Торсионная пружина;левая;;1107;
OKI;Внутренние компоненты;43214401;Торсионная пружина;правая;;1107;
OKI;Внутренние компоненты;43207401;Ось подъёма;;;2127;
OKI;Внутренние компоненты;42060701;Подшипник;;;783;
OKI;Внутренние компоненты;42066701;Шестерня;;;875;
OKI;Внутренние компоненты;43209301;Узел подачи бумаги, в сборе;;;6282;
OKI;Внутренние компоненты;2381028P0034;Плоский кабель к плате высоковольтного питания;;;1063;
OKI;Внутренние компоненты;43198901;Вентилятор;;;2685;
OKI;Внутренние компоненты;43197201;Накладка;;;1347;
OKI;Узел переноса;43378002;Узел переноса изображения;Ресурс: до 50,000 стр.;;13280;
OKI;Электронные компоненты;43135001;Плата панели управления;;;2445;
OKI;Электронные компоненты;43195101;Главный мотор;;;7399;
OKI;Электронные компоненты;43614901;Плата датчиков тонера;;;3341;
OKI;Электронные компоненты;43353101;Мотор привода подъёма;;;2787;
OKI;Электронные компоненты;43208101;Панель управления, в сборе;;;3783;
OKI;Электронные компоненты;43035201;Плата высоковольтного питания;;;11043;
OKI;Электронные компоненты;43505401;Узел переключения питания;220В;;8963;
OKI;Электронные компоненты;43087203;Плата форматтера;;;22159;
OKI;Электронные компоненты;43295201;Светодиодная линейка;;;16892;
OKI;Узел термозакрепления;43377003;Печь, в сборе;220В / Ресурс: до 50,000 стр.;;10320;
OKI;Детали корпуса;43209201;Передняя крышка;;;3598;
OKI;Детали корпуса;43192201;Рама кассеты на 250 листов, в сборе;;;6616;
OKI;Детали корпуса;43215201;Задняя крышка;;;3042;
OKI;Детали корпуса;43215301;Задняя откидная крышка;основание;;2197;
OKI;Детали корпуса;43215401;Задняя откидная крышка;выдвижная часть;;1506;
OKI;Детали корпуса;43215601;Правая крышка;;;3297;
OKI;Детали корпуса;43215501;Левая крышка;;;3350;
OKI;Детали корпуса;43210701;Передняя откидная крышка;;;2702;
OKI;Детали корпуса;43324601;Рычаг крышки доступа к картриджам;;;1908;
OKI;Детали корпуса;43191808;Наименование модели;пластиковая накладка;;1750;
OKI;Детали корпуса;43216801;Логотип производителя;;;1867;
OKI;Детали корпуса;43215701;Задняя съёмная крышка;;;2185;
