OKI;Подача и захват бумаги;45530803;Дополнительный податчик бумаги высокой ёмкости;1590 листов;;137737;
OKI;Узел переноса;45531213;Узел переноса изображения;Ресурс: до 150,000 стр.;;;
OKI;Электронные компоненты;44622302;Жёсткий диск;160ГБ;;27081;
OKI;Электронные компоненты;45592303;Внешний сервер управления цветами EFI Fiery XF5.0;;;;
OKI;Узел термозакрепления;45531113;Печь, в сборе;220В / Ресурс: до 150,000 стр.;;24883;
