44574302;https://profit-msk.ru/oki/cartridges/44574302.html;"OKI B411 / B412 / B431 / B432 / B512 / MB461 / MB471 / MB472 / MB491 / MB492 / MB562
(Драм-картридж / 25,000 стр.)";-;-;-;;Hi-Black - 4721 от 4721 
44574705;https://profit-msk.ru/oki/cartridges/44574705.html;"OKI B411 / B431 / MB461 / MB471 / MB491
(Тонер-картридж / 3,000 стр.)";-;-;200 ;6478 ;Uniton Eco - 468 Uniton Premium - 567 OEM - 726 Hi-Black - 765 SuperFine - 851 NV Print - 861 от 468 
44574805;https://profit-msk.ru/oki/cartridges/44574805.html;"OKI B431 / MB461 / MB471 / MB491
(Тонер-картридж / 7,000 стр.)";-;-;-;11932 ;Uniton Premium - 991 от 991 
