Xerox;Подача и захват бумаги;022N02672;Шестерня; (20 зубов) привода вала подачи бумаги;;267;
Xerox;Подача и захват бумаги;022N02673;Вал подачи бумаги;2 резинки на металлической оси;;1162;xerox\022N02673.jpg
Xerox;Подача и захват бумаги;130N01671;Резиновый элемент на ролик захвата бумаги;;;788;
Samsung;Подача и захват бумаги;JC73-00328A;Резиновый элемент на ролик отделения бумаги в лотке ручной подачи*;(лоток 1)* для Samsung ML-3310 / 3312 / 3710 / 3712 / SCX-4833 / 4835 / 5637 / 5639 / 5737 / 5739 / Xerox Phaser 3320 / 3330 / WorkCentre 3315 / 3325 / 3335 / 3345 в том числе и в кассете (лоток 2);;431;xerox\JC73-00328A.jpg
Xerox;Подача и захват бумаги;022N02677;Ролик отделения в лотке ручной подачи, в сборе;;;2046;
Xerox;Подача и захват бумаги;050N00694;Кассета на 250 листов, в сборе;;;5487;
Xerox;Подача и захват бумаги;121N01265;Электромагнитная муфта;;;1699;
Xerox;Внутренние компоненты;121N01219;Электромагнитная муфта;;;2573;
Samsung;Внутренние компоненты;JC39-01998A;Шлейф сканирующей линейки;16 жил / 630 мм;;;xerox\JC39-01998A.jpg
Xerox;Внутренние компоненты;007N01707;Шестерня выхода;96 зубов;;;
Xerox;Внутренние компоненты;007N01709;Шестерня привода узла подачи бумаги;19 зубов;;;
Xerox;Внутренние компоненты;022N02856;Узел двухсторонней подачи бумаги, в сборе;;;3115;
Xerox;Электронные компоненты;105N02248;Плата высоковольтного питания;;;7202;
Xerox;Электронные компоненты;105N02331;Плата импульсного питания;220В;;;
Xerox;Электронные компоненты;130N01679;Сканирующая линейка;;;7170;xerox\130N01679.jpg
Xerox;Узел термозакрепления;022N02357;Прижимной вал;большой;;;
Xerox;Узел термозакрепления;022N02358;Прижимной вал;малый;;;
Xerox;Узел термозакрепления;126N00411;Печь, в сборе;220В;;12534;xerox\126N00411.jpg
Xerox;Узел термозакрепления;130N01668;Термистор;;;2852;
Samsung;Узел термозакрепления;4712-001091;Термостат;;Снято с производства;;
Samsung;Узел термозакрепления;4713-001565;Лампа нагрева тефлонового вала;230В / 850Вт;;1203;xerox\4713-001565.jpg
Samsung;Узел термозакрепления;6107-002817;Пружина пальца отделения;;;1234;
Samsung;Узел термозакрепления;6601-001725;Шариковый подшипник тефлонового вала;;;1075;xerox\6601-001725.jpg
Samsung;Узел термозакрепления;JC61-01960A;Подшипник прижимного вала;большого;;;
Samsung;Узел термозакрепления;JC61-02154A;Палец отделения бумаги от тефлонового вала;1 шт. / в аппарате 4 шт.;Снято с производства;525;
Samsung;Узел термозакрепления;JC61-04093A;Втулка подшипника тефлонового вала;;;232;xerox\JC61-04093A.jpg
Samsung;Узел термозакрепления;JC61-04095A;Подшипник прижимного вала;малого;;525;
Samsung;Узел термозакрепления;JC66-02775A;Шестерня привода тефлонового вала;;Снято с производства;;
Samsung;Узел термозакрепления;JC66-02846A;Тефлоновый вал;;;2437;xerox\JC66-02846A.jpg
Xerox;Детали корпуса;003N01117;Петля модуля сканера;для моделей с автоподатчиком;;567;xerox\003N01117.jpg
