Samsung;Подача и захват бумаги;JC73-10907A;Резиновый элемент на ролик захвата бумаги из лотка ручной подачи;лоток 1;;1241;
Samsung;Внутренние компоненты;JC96-02058A;Главный редуктор, в сборе;мотор в комплекте;;3791;
Samsung;Электронные компоненты;JC59-00004A;Блок лазера;;;8174;
Samsung;Электронные компоненты;JC92-01313A;Плата высоковольтного питания;;Снято с производства;4860;
Samsung;Узел термозакрепления;4713-001136;Лампа нагрева тефлонового вала;230В / 500Вт / 284мм;Снято с производства;;
Samsung;Узел термозакрепления;JC81-00395A;Печь, в сборе;220В;;;
