Xerox;Подача и захват бумаги;116189500;Флажок датчика наличия бумаги в лотке ручной подачи;;;;
Xerox;Подача и захват бумаги;116194800;Резиновый элемент на ролик захвата бумаги из лотка ручной подачи;;;;
Xerox;Подача и захват бумаги;116195100;Резиновый элемент на ролик захвата бумаги из кассеты;;Снято с производства;;
Xerox;Электронные компоненты;116186100;Блок лазера;;;;
Xerox;Узел термозакрепления;116157900;Печь, в сборе;220В;Снято с производства;;
