Xerox;Узел автоматической подачи оригиналов;019N00566;Площадка; (накладка) отделения бумаги из автоподатчика документов;;363;xerox\019N00566.jpg
Xerox;Узел автоматической подачи оригиналов;022N02373;Ролик захвата бумаги в автоподатчике документов, в сборе;;;462;xerox\022N02373.jpg
Xerox;Узел автоматической подачи оригиналов;130N01414;Узел захвата бумаги из автоподатчика документов, в сборе;;;1542;
Xerox;Узел автоматической подачи оригиналов;500N00107;Площадка отделения бумаги из автоподатчика документов, в сборе;;Снято с производства;;xerox\500N00107.jpg
Samsung;Узел автоматической подачи оригиналов;JC31-00036A;Мотор привода узла автоматической подачи документов;;;1209;
Xerox;Узел автоматической подачи оригиналов;022N02190;Ролик подачи бумаги в автоподатчике документов, в сборе;;;403;xerox\022N02190.jpg
Xerox;Подача и захват бумаги;007N01375;Шестерня узла подачи бумаги;35/19 зубов;;;
Xerox;Подача и захват бумаги;007N01585;Муфта узла захвата бумаги, в сборе;;;844;
Xerox;Подача и захват бумаги;007N01586;Шестерня подачи в узле захвата бумаги;;;299;
Xerox;Подача и захват бумаги;019N00836;Накладка площадки отделения бумаги из лотка подачи;;;;
Xerox;Подача и захват бумаги;019N00940;Площадка отделения бумаги из лотка подачи, в сборе;;;;xerox\019N00940.jpg
Xerox;Подача и захват бумаги;022N02191;Ось узла захвата из основного лотка, в сборе;ролик захвата бумаги в комплекте;;894;
Xerox;Подача и захват бумаги;121N01078;Соленоид;;;1032;
Xerox;Подача и захват бумаги;130N01408;Флажок датчика наличия бумаги в узле подачи основного лотка;;;239;
Samsung;Подача и захват бумаги;6107-001164;Пружина флажка датчика наличия бумаги;;;1141;xerox\6107-001164.jpg
Samsung;Подача и захват бумаги;JC69-00987A;Накладка площадки отделения бумаги из лотка подачи;;;84;
Samsung;Подача и захват бумаги;JC72-00382B;Подшипник вала подачи бумаги;;;266;xerox\JC72-00382B.jpg
Samsung;Подача и захват бумаги;JC73-00239A;Резиновый элемент на ролик захвата бумаги из лотка подачи;;;223;xerox\JC73-00239A.jpg
Xerox;Внутренние компоненты;007N01178;Шестерня ограничителей формата бумаги;;;;
Xerox;Внутренние компоненты;007N01372;Шестерня привода картриджа;76/38/29 зубов;;;
Xerox;Внутренние компоненты;007N01572;Главный редуктор, в сборе;мотор в комплекте;;;
Xerox;Внутренние компоненты;109N00542;Ремень привода сканера;;;2326;
Xerox;Внутренние компоненты;126N00247;Редуктор мотора, в сборе;мотор в комплекте;;;
Xerox;Внутренние компоненты;127N01453;Вентилятор;;;1325;
Samsung;Внутренние компоненты;JC39-00407A;Шлейф в автоподатчике документов;;;298;xerox\JC39-00407A.jpg
Samsung;Внутренние компоненты;JC39-00408A;Шлейф каретки сканера;;;349;xerox\JC39-00408A.jpg
Samsung;Внутренние компоненты;JC66-00804A;Шестерня мотора;139/83 зуба;;425;
Samsung;Внутренние компоненты;JC66-01244A;Шестерня редуктора - привод узла термозакрепления;;;274;
Xerox;Внутренние компоненты;007N01377;Шестерня узла выхода бумаги;17 зубов;;;
Xerox;Узел переноса;022N02126;Вал переноса заряда;;;;
Xerox;Электронные компоненты;127N07546;Главный мотор;;;4775;
Xerox;Электронные компоненты;130N01415;Линейка сканирования;;;;
Xerox;Электронные компоненты;140N63043;Плата датчика контроля картриджа с контактными пружинами;;Снято с производства;;
Xerox;Узел термозакрепления;022N01611;Прижимной вал;;;;
Xerox;Узел термозакрепления;022N02310;Тефлоновый вал;;;;
Xerox;Узел термозакрепления;122N00245;Лампа нагрева тефлонового вала;230В / 600Вт / 6 x 284мм;;5136;
Xerox;Узел термозакрепления;122N00270;Лампа нагрева тефлонового вала;220В;;4686;
Xerox;Узел термозакрепления;126N00314;Печь, в сборе;220В;;;
Xerox;Узел термозакрепления;130N01499;Термистор;;;;
Samsung;Узел термозакрепления;JC61-00887A;Подшипник тефлонового вала;правый;;369;xerox\JC61-00887A.jpg
Samsung;Узел термозакрепления;JC61-00888A;Подшипник тефлонового вала;левый;;369;xerox\JC61-00888A.jpg
Samsung;Узел термозакрепления;JC61-01721A;Палец отделения бумаги от тефлонового вала;1 шт. / в аппарате 4 шт.;;417;
Samsung;Узел термозакрепления;JC66-01254A;Шестерня привода тефлонового вала;;;354;xerox\JC66-01254A.jpg
Samsung;Узел термозакрепления;JC72-20902A;Пластиковый направляющий ролик;;;521;
Xerox;Узел термозакрепления;130N01411;Термостат;;;871;
Smasung;Узел термозакрепления;JC66-00801A;Шестерня узла термозакрепления - выход бумаги;38/25 зубов;Снято с производства;;
