113R00730;https://profit-msk.ru/xerox/cartridges/113r00730.html;"Xerox Phaser 3200MFP
(Картридж / 3,000 стр.)
Снято с производства";460 ;-;100 ;;Hi-Black - 957 Uniton Eco - 991 Uniton Premium - 1036 SuperFine - 1156 NV Print - 1277 от 957 
113R00735;https://profit-msk.ru/xerox/cartridges/113r00735.html;"Phaser 3200MFP
(Картридж / 2,000 стр.)";430 ;-;200 ;10245 ;-
