Xerox;Подача и захват бумаги;059E05460;Ролик подачи бумаги из основного лотка, в сборе;;Снято с производства;242;
Xerox;Подача и захват бумаги;130K74271;Узел захвата бумаги из основного лотка, в сборе;;;;
Xerox;Узел переноса;023E30891;Узел переноса изображения, в сборе;;;33328;
Xerox;Электронные компоненты;122K02590;Блок лазера;;;;
Xerox;Электронные компоненты;127E15260;Мотор привода печки;;;;
Xerox;Электронные компоненты;127E15270;Главный мотор;;;12917;
Xerox;Узел термозакрепления;120E29290;Флажок датчика выхода бумаги из узла термозакрепления;;;;
Xerox;Узел термозакрепления;126K23202;Печь, в сборе;220В;Снято с производства;41251;
