Xerox;Подача и захват бумаги;019K09420;Накладка площадки отделения бумаги из кассеты и лотка ручной подачи;на основании;;4094;
Xerox;Подача и захват бумаги;059K86570;Ролик захвата бумаги, в сборе;;;;
Xerox;Узел переноса;604K91150;Блок проявки;Пурпурный / Ресурс: до 38,000 стр.;;;
Xerox;Узел переноса;604K91140;Блок проявки;Жёлтый / Ресурс: до 38,000 стр.;;;
Xerox;Узел переноса;604K91160;Блок проявки;Голубой / Ресурс: до 38,000 стр.;;;
Xerox;Узел переноса;604K91170;Блок проявки;Чёрный / Ресурс: до 38,000 стр.;;;
Xerox;Узел переноса;676K35980;Девелопер;Чёрный / Ресурс: до 38,000 стр.;;;
Xerox;Узел переноса;676K35990;Девелопер;Голубой / Ресурс: до 38,000 стр.;;;
Xerox;Узел переноса;676K36000;Девелопер;Пурпурный / Ресурс: до 38,000 стр.;;;
Xerox;Узел переноса;676K36010;Девелопер;Жёлтый / Ресурс: до 38,000 стр.;;;
Xerox;Узел переноса;604K98151;Лента узла переноса изображения;Ресурс: до 120,000 стр.;;;
Xerox;Узел термозакрепления;126K34679;Печь, в сборе;220В / Ресурс: до 100,000 стр.;;;
