Xerox;Подача и захват бумаги;001N00518;Ось узла захвата из основного лотка, в сборе;ролик захвата бумаги в комплекте;;2437;xerox\001N00518.jpg
Xerox;Подача и захват бумаги;008N01738;Держатель в узле захвата бумаги;;;397;
Xerox;Подача и захват бумаги;019N00742;Накладка площадки отделения бумаги;;;308;xerox\019N00742.jpg
Xerox;Подача и захват бумаги;019N00998;Площадка отделения бумаги из основного лотка, в сборе;;;396;
Xerox;Подача и захват бумаги;022N01609;Муфта верхнего вала подачи бумаги, в сборе;;;1241;
Xerox;Подача и захват бумаги;022N02127;Флажок датчика прохождения бумаги в узле подачи;;;;
Xerox;Подача и захват бумаги;022N02421;Вал подачи бумаги;2 резинки на металлической оси;;953;
Xerox;Подача и захват бумаги;050N00547;Кассета на 250 листов, в сборе;;;3100;xerox\050N00547.jpg
Xerox;Подача и захват бумаги;120N00425;Флажок датчика наличия бумаги в лотке подачи;;Снято с производства;;
Xerox;Подача и захват бумаги;121N01162;Соленоид;;;462;xerox\121N01162.jpg
Xerox;Подача и захват бумаги;121N01168;Соленоид узла захвата бумаги из лотка подачи;;;2815;
Xerox;Подача и захват бумаги;130N01538;Муфта узла захвата бумаги, в сборе;;;642;
Samsung;Подача и захват бумаги;6107-001164;Пружина флажка датчика наличия бумаги;;;1141;xerox\6107-001164.jpg
Samsung;Подача и захват бумаги;6107-001166;Пружина подъёмного механизма кассеты;1 шт. / в аппарате 2 шт.;;282;
Xerox;Подача и захват бумаги;709N00007;Флажок датчика; (обходной) прохождения бумаги в узле подачи;;485;
Samsung;Подача и захват бумаги;JC66-00393A;Шестерня муфты верхнего вала подачи бумаги;;;190;
Samsung;Подача и захват бумаги;JC66-00396A;Шестерня;(23 зуба) узла подачи бумаги* для Samsung ML-2850 / 2851 / 2855 / 3050 / 3051 / SCX-4824 / 4825 / 4826 / 4828 / Xerox Phaser 3250 / WorkCentre 3210 / 3220 в дополнительном лотке;;307;
Samsung;Подача и захват бумаги;JC66-00527A;Вал регистрации;;;349;
Samsung;Подача и захват бумаги;JC72-00979A;Наружная шестерня муфты узла захвата бумаги;;;323;
Samsung;Подача и захват бумаги;JC73-00315A;Резиновый элемент на ролик захвата бумаги из лотка подачи;;;395;
Samsung;Подача и захват бумаги;JC93-00087A;Ролик захвата бумаги из основного лотка, в сборе;;;628;xerox\JC93-00087A.jpg
Xerox;Внутренние компоненты;030N00770;Главный редуктор, в сборе;мотор в комплекте;;9138;xerox\030N00770.jpg
Xerox;Внутренние компоненты;038N00409;Металлическая напрвляющая подачи бумаги;;;541;
Xerox;Внутренние компоненты;127N07583;Вентилятор;;;1699;
Samsung;Внутренние компоненты;6107-001163;Пружина пластиковых прижимов в узле выхода бумаги;;;527;xerox\6107-001163.jpg
Samsung;Внутренние компоненты;JC65-00019A;Пружина датчика контроля картриджа;1 шт. / в аппарате 4 шт.;;260;xerox\JC65-00019A.jpg
Samsung;Внутренние компоненты;JC66-00340A;Шестерня муфты редуктора - привод узла термозакрепления;ступица;;223;
Samsung;Внутренние компоненты;JC66-01202A;Шестерня муфты редуктора - привод узла термозакрепления;наружная;;181;xerox\JC66-01202A.jpg
Samsung;Внутренние компоненты;JC66-01203A;Шестерня муфты редуктора - привод узла термозакрепления;внутренняя;Снято с производства;307;
Xerox;Внутренние компоненты;032N00390;Направляющая картриджа;правая;Снято с производства;;xerox\032N00390.jpg
Xerox;Узел переноса;022N02354;Вал переноса заряда;;;2198;xerox\022N02354.jpg
Samsung;Узел переноса;JC61-02468A;Подшипник вала переноса заряда;левый;;232;xerox\JC61-02468A.jpg
Xerox;Электронные компоненты;105N02173;Плата питания;220В;;7175;xerox\105N02173.jpg
Xerox;Электронные компоненты;117N01769;Кабель питания;220В;;1882;
Xerox;Электронные компоненты;130N01579;Блок лазера;;;8078;xerox\130N01579.jpg
Xerox;Электронные компоненты;140N63412;Плата панели управления;;;4498;
Xerox;Узел термозакрепления;022N01611;Прижимной вал;;;;
Xerox;Узел термозакрепления;022N02310;Тефлоновый вал;;;;
Xerox;Узел термозакрепления;122N00270;Лампа нагрева тефлонового вала;220В;;4686;
Xerox;Узел термозакрепления;126N00344;Печь, в сборе;220В / Ресурс: до 50,000 стр.;;7238;xerox\126N00344.jpg
Xerox;Узел термозакрепления;130N01490;Термостат;;;1148;
Xerox;Узел термозакрепления;130N01578;Термистор;;;2971;
Samsung;Узел термозакрепления;JC61-00581A;Держатель флажка датчика выхода бумаги из узла термозакрепления;;Снято с производства;521;xerox\JC61-00581A.jpg
Samsung;Узел термозакрепления;JC61-00887A;Подшипник тефлонового вала;правый;;369;xerox\JC61-00887A.jpg
Samsung;Узел термозакрепления;JC61-00888A;Подшипник тефлонового вала;левый;;369;xerox\JC61-00888A.jpg
Samsung;Узел термозакрепления;JC61-02154A;Палец отделения бумаги от тефлонового вала;1 шт. / в аппарате 4 шт.;Снято с производства;525;
Samsung;Узел термозакрепления;JC66-00380A;Пластиковый вал выхода бумаги в узле термозакрепления;с шестерней / без резинок;;463;xerox\JC66-00380A.jpg
Samsung;Узел термозакрепления;JC66-01254A;Шестерня привода тефлонового вала;;;354;xerox\JC66-01254A.jpg
Samsung;Узел термозакрепления;JC66-02364A;Флажок датчика выхода бумаги из узла термозакрепления;;Снято с производства;;xerox\JC66-02364A.jpg
Smasung;Узел термозакрепления;JC66-00824A;Пластиковый ролик выхода бумаги из узла термозакрепления;;;;
Xerox;Детали корпуса;002N02907;Левая крышка, в сборе;;;2965;
Xerox;Детали корпуса;002N02908;Правая крышка, в сборе;;;3047;
Xerox;Детали корпуса;002N02909;Верхняя крышка, в сборе;;;9642;
