BU-100CL;https://profit-msk.ru/brother/cartridges/bu-100cl.html;HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840(Transfer Belt / 50,000K);-;-;-;16887 ;-
DR-130CL;https://profit-msk.ru/brother/cartridges/dr-130cl.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Драм-картридж / 17,000 стр.)";-;850 ;-;15995 ;-
TN-130BK;https://profit-msk.ru/brother/cartridges/tn-130bk.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Тонер-картридж / 2,500 стр.)";1090 ;-;-;7056 ;ProfiLine - 3075 от 3075 
TN-130C;https://profit-msk.ru/brother/cartridges/tn-130c.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Тонер-картридж / 1,500 стр.)";980 ;-;-;9243 ;ProfiLine - 3075 от 3075 
TN-130M;https://profit-msk.ru/brother/cartridges/tn-130m.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Тонер-картридж / 1,500 стр.)";980 ;-;-;9243 ;ProfiLine - 3075 от 3075 
TN-130Y;https://profit-msk.ru/brother/cartridges/tn-130y.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Тонер-картридж / 1,500 стр.)";980 ;-;-;9243 ;ProfiLine - 3075 от 3075 
TN-135BK;https://profit-msk.ru/brother/cartridges/tn-135bk.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Тонер-картридж / 5,000 стр.)";1670 ;-;-;9706 ;SuperFine - 2687 от 2687 
TN-135C;https://profit-msk.ru/brother/cartridges/tn-135c.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Тонер-картридж / 4,000 стр.)";1450 ;-;-;17258 ;SuperFine - 3710 от 3710 
TN-135M;https://profit-msk.ru/brother/cartridges/tn-135m.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Тонер-картридж / 4,000 стр.)";1450 ;-;-;17258 ;SuperFine - 3710 от 3710 
TN-135Y;https://profit-msk.ru/brother/cartridges/tn-135y.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Тонер-картридж / 4,000 стр.)";1450 ;-;-;17258 ;SuperFine - 3710 от 3710 
WT-100CL;https://profit-msk.ru/brother/cartridges/wt-100cl.html;"HL-4040 / 4050 / 4070 / DCP-9040 / 9042 / 9045 / MFC-9440 / 9450 / 9840
(Waste Toner Container / 20,000K)";-;-;-;;-
