Brother;Подача и захват бумаги;LJ0270001;Ролик подачи бумаги из кассеты, в сборе;;;1505;brother\LJ0270001.jpg
Brother;Подача и захват бумаги;LJ0295001;Площадка отделения бумаги из лотка ручной подачи, в сборе;;;1399;
Brother;Подача и захват бумаги;LJ0311001;Ролик подачи бумаги из лотка ручной подачи, в сборе;;;1130;
