Brother;Подача и захват бумаги;LJ7703001;Ролик захвата бумаги из кассеты, в сборе;;;777;brother\LJ7703001.jpg
Brother;Подача и захват бумаги;LM2050001;Ролик захвата бумаги из лотка ручной подачи, в сборе;;;;
Brother;Подача и захват бумаги;LJ7555001;Площадка отделения бумаги из лотка ручной подачи, в сборе;;Снято с производства;;
Brother;Внутренние компоненты;LJ7432001;Чистящий ролик;;;25;
Brother;Внутренние компоненты;LU0951001;Фильтр;;;860;brother\LU0951001.jpg
Brother;Узел термозакрепления;LM2706001;Тефлоновый вал;;;1990;
Brother;Узел термозакрепления;LM2578001;Печь, в сборе;220В;;15704;
Brother;Узел термозакрепления;LM2477001;Прижимной вал;;;;
Brother;Детали корпуса;087320616;Винт;M3X6;;;
